香港,#genre#
Astro Football,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=go_assp4
Astro Sports Plus,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=go_sportsplus
Astro Badminton 1,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=go_badminton1
Astro Badminton 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=go_badminton2
Astro W-Sports,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=go_assp5
Supersports 1,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Assp1
Supersports 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Assp2
Supersports 3,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Assp3
Supersports 4,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Assp4
WWE,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Wwe
Fight Sports,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Fs
NBA TV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Nba
Astro Cricket,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Acricket
Astro Golf,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Agolf
Tnt Sports 1,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=6fac0aaead
TNT Sports 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=d9a76a79cc
TNT Sports 3,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=5fea4d73db
TNT Sports 4,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tntsport4
Sony Ten 1,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ten1_raj
Sony Ten 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ten2_raj
Sony Ten 3,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ten3_raj
SPOTV 1 HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=go_spotv
SPO TV 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=go_spotv2
Skysports F1,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tiankongf1
Skysports Cricket,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tiankongcricket
Skysports EPL,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tiankongepl
Skysports Main Event,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tiankongmain
Skysports News,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tiankongnews
Skysports Mix,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tiankongmix
爱尔达体育2台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=eltasport2_twn
爱尔达体育3台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=eltasport3_twn
Rugby Pass TV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Rugbypasstv
RTM Sports HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Rtmsport
Arena,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Arena
Arena 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Arena2
BolaArena 1,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Bolaarena1
BolaArena 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Bolaarena2
Astro Beinsports 1,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Astrobein1
Astro Beinsports 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Astrobein2
Astro Beinsports 3,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Astrobein3
台湾,#genre#
TVBS News,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tvbs_n
TVBS 欢乐台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tvbshuanle_twn
TVBS HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tvbs
中天新闻 HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ctinews
中天娱乐 CTI Entertaiment,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ctient
中天综合 CTI Metro,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ctizhonghe
中天亚洲台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ctiasia_twn
台视 TTV HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ttv_taiwan
台视新闻台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ttvnews_twn
台视综合台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ttvzhonghe
中视 HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=zhongshihd_twn
中视新闻台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=zhongshinews_twn
民视 HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ftvhd_taiwan
民视新闻台 FTV News,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ftvnew_taiwan
民视台湾台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ftvtaiwan_twn
华视 CTS HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ctshd_twn
公视 CTV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ctv18_twn
八大第一 GTV First,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=badafirst
八大综合 GTV Metro,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=badazhonghe
八大戏剧 GTV Drama,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=badadrama
八大娱乐 GTV Entertainment,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=badaentertain
HBO_HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=hbohd_twn
HBO_HITS,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=hbohit_twn
Hollywood Movies,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=hollywoodmovies_twn
三立台湾 Sanli Taiwan,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=sanlitaiwan
三立戏剧台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=sanlixiju_twn
三立综合 Sanli Metro,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=sanlizhonghe
三立都会台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=sanlidouhui
东森新闻 ETTV News,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvnews
CINEMAX,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=cinemax_twn
东森综合 ETTV Metro,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvzhonghe
东森戏剧 ETTV Drama,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvdrama
东森超视,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvsuper
东森财经新闻 ETTV Business,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvcaijing_twn
寰宇财经,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=huanyutaiwan_twn
寰宇新闻台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=huanyuxinwen_twn
公视2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ctv2_twn
大爱1台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=daai_twn
非凡新闻台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=feifannews_twn
龙华戏剧 Lunghua Drama,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=lunghuaxiju_twn
龙华经典台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=lunghuajingdian_twn
龙华偶像,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=lunghuaidol_twn
AXN Taiwan,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=axn_twn
靖天国际台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=jingtianintl_twn
年代新闻,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=niandainews_twn
纬来日本台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=videolandjapan
纬来电影台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=videolandmovie
纬来体育台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=videolandsport
纬来综合台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=videolandzonghe
纬来育乐,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=videolandyule
纬来精彩,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=videolandspecial_twn
好消息 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=good2_twn
大爱2台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=daai2_twn
亚洲美食,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=afc_twn
美食星球,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=foodplanet_twn
亚洲旅游 TLC Asia,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tlc_twn
东森电影 ETTV Movie,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvmovie
阿里郎 Arirang,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=arirang_twn
博斯运动 1,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=bosisport1_twn
博斯运动 2,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=bosisport2_twn
博斯高球2 HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=bosigolf2_twn
博斯网球 HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=bositennis_twn
东森洋片 ETTV Western,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvwestern
龙华洋片 Lunghua Western,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=lunghuawestern_twn
博斯无限,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=bosiunlimited_twn
MTV Live,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=mtvhd_twn
龙详时代,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=lungxiangtime_twn
EYETV 旅游,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=eyetvtravel_twn
靖天卡通台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=jingtiancartoon_twn
EYETV 戏剧,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=eyetvxiju_twn
卫视中文台 Star Movies Chinese,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=weishichinese_twn
东森幼幼 Yoyo TV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=yoyo_twn
卫视电影台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=weishimovie_twn
美亚电影,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=meiyamovie_twn
爱尔达影剧台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=eltayingju_twn
爱尔达综合台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=eltazonghe_twn
星卫电影,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=xingwei_movie
爱尔达影剧,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=eltayingju_twn
AFC 亚洲旅游台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=asiatravel_twn
爱尔达体育2台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=eltasport2_twn
爱尔达体育3台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=eltasport3_twn
HBO_HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=hbohd_twn
HBO_HITS,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=hbohit_twn
Hollywood Movies,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=hollywoodmovies_twn
CCTV-6,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=cctv6
CINEMAX,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=cinemax_twn
Cinemax,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Cinemax
AXN Taiwan,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=axn_twn
大爱2台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=daai2_twn
东森电影 ETTV Movie,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvmovie
东森洋片 ETTV Western,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ettvwestern
龙华洋片 Lunghua Western,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=lunghuawestern_twn
Animax,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Animax
龙详时代,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=lungxiangtime_twn
Movies Now HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=moviesnow_raj
Star Movies HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=starmovies_raj
卫视中文台 Star Movies Chinese,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=weishichinese_twn
HBO Family,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Hbofamily
Hits,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Hits
Warner TV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=WarnerTV
卫视电影台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=weishimovie_twn
HBO HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Hbo
美亚电影,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=meiyamovie_twn
HBO Signature,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Hbosignature
HBO Hits,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Hbohitshd
星卫电影,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=xingwei_movie
SCM,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Weishimovie
Dreamworks,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Dreamworks
Thrill,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Thrill
Hits Movie,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Hitsmovie
One,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=One
tvN Movie,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Tvnmovie
Celestial Classic,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Celestial2
Celestial Movies HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Celestialindo
Axn HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Axn
Paramount Network,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Paramountnetwork
Astrol Kplus,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Kplus
Rock Actions,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Rockaction
Rock Entertainment,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Rockentertain
Natgeo_HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=natgeohd_twn
NatGeo_Wild HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=natgeowild_twn
Animal_Planet,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=animalplanet_twn
Discovery Asia,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=discoverytwn_twn
CI,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=ci_twn
Asia Travel,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=asiatravel_twn
Discovery HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=discoveryhd_twn
亚洲美食,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=afc_twn
美食星球,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=foodplanet_twn
亚洲旅游 TLC Asia,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=tlc_twn
NatGeo HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Natgeo
Fashion TV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=fashiontv_twn
History,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=History
BBC Earth HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=bbclifestyle_twn
MTV Live,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=mtvhd_twn
NatGeo Wild HD,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Natgeowild
Animal Planet (Eng),https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=AnimalPlanet
TLC,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Tlc
Foodnetwork Hd,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Foodnetwork
HGTV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=HGTV
AFC 亚洲旅游台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=asiatravel_twn
Baby TV Eng,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Babytv
CBeebies,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Cbeebies
Kids TV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=KidsTV
Momo TV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=momo1_twn
Animax,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=Animax
Baby TV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=babytv_twn
MiaoMi,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=MiaoMi
靖天卡通台,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=jingtiancartoon_twn
东森幼幼 Yoyo TV,https://dnpxxkbwdwxk.ap-northeast-1.clawcloudrun.com/Smart.php?id=yoyo_twn
